# Twilight Imperium Faction Board Abilities and Timing Map

## Executive Summary

This report catalogs the **faction-ability text printed on faction sheets/player boards** for the full currently known Twilight Imperium Fourth Edition lineup in scope here: the **17 base-game factions**, the **7 Prophecy of Kings factions**, **The Council Keleres** from **Codex III**, and the **5 Thunder’s Edge factions**. That yields **30 playable factions**, but the table contains **31 board states** because **The Firmament** and **The Obsidian** are distinct face states of the same Thunder’s Edge faction concept, and it contains **75 rows** because each separate printed board ability is mapped individually. Fantasy Flight’s product page still describes the base game as having seventeen factions; Prophecy of Kings adds seven faction sheets; Council Keleres was introduced as the 25th faction in Codex III; and Thunder’s Edge adds five more, bringing the total roster to 30. citeturn1search5turn0search1turn22search9turn5view0

The key versioning result is narrow but important: in the sources I could verify, the **only confirmed faction-sheet ability replacements** were for **Council Keleres** in **Thunder’s Edge**, which revised **The Tribunii** and **Law’s Order**. I did **not** locate any other confirmed Codex/Ω replacement of a faction-sheet ability panel for the base-game or PoK factions in the accessible sources; for those rows I therefore treat the board abilities as unchanged. That conclusion is strongest as a **secondary-source result** because it depends on the TI Wiki’s Omega/version-tracking index rather than a fully accessible official errata PDF enumerating faction-sheet-only replacements. citeturn19view0turn17view0turn22search8

For timing, I mapped every ability to the official phase/step structure in the **Living Rules Reference**: **Action Phase**, **Tactical Action** steps (**Activation**, **Movement**, **Space Combat**, **Invasion**, **Production**), **Status Phase** steps, **Strategy Phase**, and **Agenda Phase**. I also applied the rules-reference timing hierarchy for **“when,” “after,” “at the start,”** and persistent/perpetual faction-sheet effects. citeturn14view1turn14view2turn14view3turn14view4turn14view5turn14view6turn23view3turn23view4turn15view0turn22search7

The limitations are mostly source-access limitations, not rules gaps. For the **Thunder’s Edge factions**, exact current board text was recoverable directly from official Fantasy Flight faction-sheet images. For most **base-game**, **PoK**, and **Codex III Keleres** sheets, I did **not** find an equally complete official web image set with machine-readable text, so those rows rely on **secondary transcriptions** from the Twilight Imperium Wiki, flagged as such in the tables. No faction was wholly missing, so nothing is marked “unspecified” at faction level, but some **official-image availability** is unspecified for older sheets. citeturn7view0turn7view2turn7view3turn8view0turn8view1turn7view4turn4view0turn3view0

## Methodology

I prioritized sources in this order: **official Fantasy Flight rulebooks and rules references**, official **Fantasy Flight news/preview pages** that contained faction-sheet images or explicit component/version statements, then **secondary** community sources only where official text was not practically accessible. The official rules sources used for timing were the **PoK Living Rules Reference** and the official product/rule pages for **Twilight Imperium**, **Prophecy of Kings**, **Codex III**, and **Thunder’s Edge**. For timing interpretation, I relied especially on the rules-reference treatment of faction-sheet abilities, component actions, persistent effects, and “when/after/start” timing windows. citeturn22search7turn14view7turn15view0turn1search5turn12search0turn1search2

I treated **the most recent official print** as primary where variant text existed. In practice, that mattered for **Council Keleres**, where the accessible Omega index records Thunder’s Edge revisions to **The Tribunii** and **Law’s Order**; both the older and current texts are listed below. For the rest of the roster, I did not locate a confirmed faction-sheet text replacement in the accessible sources, so I marked them unchanged. citeturn19view0turn17view0

I also applied one necessary scope assumption: I **excluded faction-specific unit abilities printed elsewhere on the faction sheet**—for example flagship, mech, war sun, or space dock text—because the request asked for **faction-specific abilities that appear on faction player boards**, and the stronger, cleaner interpretation in TI4 rules language is the **faction ability panel**, not every non-card text box printed on the sheet. Where a single faction-sheet ability contains multiple timing clauses, I kept it as **one row** and listed **multiple phases/steps** in the same row.

If this had been done fully live from scratch, including source collection, image annotation, timing reconciliation, and CSV generation, the estimated completion time would have been **about 90–120 minutes**.

```mermaid
timeline
    title Research workflow
    Official rules baseline : Gather base Rules Reference and PoK Living Rules Reference
    Faction text collection : Collect faction-sheet texts from official FFG images where available
    Secondary recovery : Use TI Wiki transcriptions for older sheets and Codex III sheet text
    Version audit : Check Omega/version-tracking sources for sheet-text replacements
    Timing mapping : Map each trigger to official phase and step names
    Deliverables : Build markdown tables, annotated images, and CSV
```

## Decision Framework

The rules reference says faction-sheet abilities are abilities on a faction sheet, and some of them are perpetual effects. I used that, plus the trigger words on the printed ability text, to decide whether a line belonged in this report and where it sits in the turn structure. citeturn22search7turn15view2

```mermaid
flowchart TD
    A[Text appears on a faction sheet] --> B{Is it in the faction-ability panel?}
    B -->|Yes| C[Include in this report]
    B -->|No| D{Is it unit, tech, promissory, leader, or other component text?}
    D -->|Yes| E[Exclude as not a faction-sheet ability]
    D -->|No| F[Review case-by-case]
    A -->|No| G[Exclude as card-based or external text]
```

A timing note that applies across the whole dataset: if the ability text says **“Action”**, it is a **component action** in the **Action Phase**; if it says **“when”**, it resolves at the event itself; if it says **“after”**, it resolves immediately after the event; if it has no trigger and instead changes a rule continuously, I treated it as a **persistent/perpetual effect**. citeturn14view7turn15view0turn22search7

## Annotated Player Boards

Official web-accessible faction-sheet images were readily available for the **Thunder’s Edge** factions, so those are the only boards I could annotate directly from primary sources in a consistent way. I did **not** locate a similarly complete official web image set for the base-game factions, the PoK factions, or Council Keleres, so those older sheets are represented in the tables through secondary transcriptions instead. The image below marks the **faction-ability panel** on each official Thunder’s Edge sheet image. citeturn7view0turn7view2turn7view3turn8view0turn8view1turn7view4

![Annotated Thunder's Edge faction-sheet ability panels](sandbox:/mnt/data/te_faction_sheets_annotated_grid.png)

Annotated image download: [PNG](sandbox:/mnt/data/te_faction_sheets_annotated_grid.png)

## Comprehensive Tables

The tables below use the official phase vocabulary from the Living Rules Reference. Tactical-action substeps are those named in the quick reference and the glossary: **Activation**, **Movement**, **Space Combat**, **Invasion**, and **Production**; status-phase step names follow the reference’s status-phase sequence. citeturn14view1turn14view2turn14view3turn14view4turn14view5turn14view6turn23view3turn23view4

### Base Game

| Faction                     | Ability text (quoted)                                                                                                                                                                                                                                            | Source label                                                            | Changed by                                                                                                            | Phase/Step                                                                    | Timing note                                                            |
| The Mahact Gene-Sorcerers | During setup, purge your Alliance promissory note. Other players cannot give you their Alliance promissory note.                                                                                                                                              | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Setup; persistent promissory-note restriction                                            | Setup purge plus ongoing restriction.                            |
| The Naaz-Rokha Alliance   | When you explore a planet that contains 1 of your mechs, you may draw 1 additional card; choose 1 to resolve and discard the rest.                                                                                                                            | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any exploration resolution                                                               | Exploration modifier.                                            |
| The Naaz-Rokha Alliance   | ACTION: Either purge 2 of your relic fragments of the same type to gain 1 relic; or purge 1 of your relic fragments to gain 1 command token.                                                                                                                  | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Component Action                                                          | Component action on your turn.                                   |
| The Nomad                 | During setup, take the 2 additional Nomad faction agents and place them next to your faction sheet; you have 3 agents.                                                                                                                                        | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Setup                                                                                    | Setup-only agent instruction.                                    |
| The Nomad                 | During the Agenda phase, after an outcome that you voted for or predicted is resolved, gain 1 trade good.                                                                                                                                                     | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Agenda Phase > after a supported/predicted outcome resolves                              | Immediate after-trigger in agenda phase.                         |
| The Titans of Ul          | After you explore a planet that does not have a sleeper token, you may place or move 1 sleeper token onto that planet.                                                                                                                                        | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any exploration resolution > immediately after exploration                               | Post-exploration trigger.                                        |
| The Titans of Ul          | After you activate a system that contains 1 or more of your sleeper tokens, you may replace each of those tokens with 1 PDS from your reinforcements.                                                                                                         | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Activation > immediately after activation               | Activation trigger before later tactical-action steps.           |
| The Titans of Ul          | If your flagship or your AWAKEN faction ability places your units into the same space area or onto the same planet as another player's units, your units must participate in combat during Space Combat or Ground Combat steps.                               | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Action Phase > Tactical Action > Space Combat / Ground Combat when such placement occurs | Persistent timing modifier forcing normal combat.                |
| The Vuil'Raith Cabal      | Capture your opponent's non-structure units that are destroyed during combat.                                                                                                                                                                                 | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any combat > when enemy units are destroyed                                              | Combat-destruction trigger.                                      |
| The Vuil'Raith Cabal      | When you produce a unit, you may return 1 captured unit of that type to produce that unit without spending resources.                                                                                                                                         | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Production windows, usually Tactical Action > Production                                 | Production-time substitution.                                    |
| The Vuil'Raith Cabal      | When you research a unit upgrade technology, you may return 1 captured unit of that type to ignore all of the technology's prerequisites.                                                                                                                     | Secondary TI Wiki transcription (PoK faction sheets) citeturn3view0 | No board-ability Ω replacement located in accessible Omega index; treated as unchanged citeturn17view0turn19view0 | Any unit-upgrade research window                                                         | Research-time prerequisite bypass.                               |

| Faction             | Ability text (quoted)                                                                                                                                                                                                                       | Source label                                                                     | Changed by                                                                                          | Phase/Step                                | Timing note                                  |
|:--------------------|:--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------------------------------------------------------------|:----------------------------------------------------------------------------------------------------|:------------------------------------------|:---------------------------------------------|
| The Council Keleres | During setup, choose an unplayed faction from among the Mentak, the Xxcha and The Argent Flight; take that faction's home system, command tokens and control markers. Additionally, take the Keleres hero that corresponds to that faction. | Secondary TI Wiki transcription (Council Keleres / Codex III) citeturn3view0  | Superseded by Thunder’s Edge replacement text citeturn19view0turn22search8                      | Setup                                     | Codex III setup text for The Tribunii.       |
| The Council Keleres | During setup, choose a Keleres hero that corresponds to an unused faction; take that faction's home system, command tokens and control tokens. The unchosen Keleres heroes are not used.                                                    | Secondary Omega/version index (Thunder’s Edge replacements) citeturn19view0   | Current Thunder’s Edge replacement text citeturn19view0turn22search8                            | Setup                                     | Current The Tribunii text in Thunder's Edge. |
| The Council Keleres | Replenish your commodities at the start of the strategy phase, then gain 1 trade good.                                                                                                                                                      | Secondary TI Wiki transcription (Council Keleres ability list) citeturn3view0 | No later board-ability replacement located in accessible Omega index citeturn17view0turn19view0 | Strategy Phase > start of phase           | Start-of-strategy-phase economy trigger.     |
| The Council Keleres | You may spend 1 influence at the start of your turn to treat all laws as blank until the end of your turn.                                                                                                                                  | Secondary TI Wiki transcription (Council Keleres / Codex III) citeturn3view0  | Superseded by Thunder’s Edge replacement text citeturn19view0turn22search8                      | Action Phase > start of your turn         | Codex III Law's Order text.                  |
| The Council Keleres | You may spend 1 trade good or 1 commodity at the start of any player's turn to treat all laws as blank until the end of that turn.                                                                                                          | Secondary Omega/version index (Thunder’s Edge replacements) citeturn19view0   | Current Thunder’s Edge replacement text citeturn19view0turn22search8                            | Action Phase > start of any player's turn | Current Law's Order text in Thunder's Edge.  |

### Thunder’s Edge

| Faction                    | Ability text (quoted)                                                                                                                                                                                                                                                                                                                                                             | Source label                                       | Changed by                                                      | Phase/Step                                                                         | Timing note                                                                           |
|:---------------------------|:----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------|:---------------------------------------------------|:----------------------------------------------------------------|:-----------------------------------------------------------------------------------|:--------------------------------------------------------------------------------------|
| The Crimson Rebellion      | You cannot use wormholes other than epsilon wormholes. Other players' units that move or are placed into your home system are destroyed.                                                                                                                                                                                                                                          | Official FFG faction-sheet image citeturn7view2 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Persistent movement/placement restriction                                          | Continuous wormhole-use restriction plus immediate destruction effect in home system. |
| The Crimson Rebellion      | When you activate a system that contains a breach, you may flip that breach; systems that contain active breaches are adjacent. At the end of the status phase, any player with ships in a system that contain an active breach may remove that breach.                                                                                                                           | Official FFG faction-sheet image citeturn7view2 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Action Phase > Tactical Action > Activation; Status Phase > end of phase           | Split ability: activation trigger, ongoing adjacency rule, and end-of-status cleanup. |
| The Crimson Rebellion      | When you create the game board, place The Sorrow where your home system would normally be placed, then place an inactive breach there. The Sorrow is not a home system. Then, place your home system in your play area.                                                                                                                                                           | Official FFG faction-sheet image citeturn7view2 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Setup > Create Game Board                                                          | Setup-only special map rule.                                                          |
| The Deepwrought Scholarate | When ground forces are committed, if your units on that planet are not already coexisting, you may choose for your units to coexist.                                                                                                                                                                                                                                              | Official FFG faction-sheet image citeturn8view0 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Action Phase > Tactical Action > Invasion > Commit Ground Forces                   | Commit-ground-forces trigger that changes invasion interaction.                       |
| The Deepwrought Scholarate | When your units begin coexisting on a planet, gain an ocean card and ready it. Any time you have more ocean cards than there are planets that have your coexisting units, discard ocean cards until you do not.                                                                                                                                                                   | Official FFG faction-sheet image citeturn8view0 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Any coexistence start; persistent upkeep check                                     | Trigger plus continuous upkeep condition.                                             |
| The Firmament              | You can score secret objectives already scored by other players if you fulfill their requirements; this does not count against your secret objective limit or the number you can score in a round. When you score another player's secret objective, do not gain a victory point. Instead, place a facedown plot card into your play area with that player's control token on it. | Official FFG faction-sheet image citeturn8view1 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Whatever phase/window the copied secret objective would normally score in          | Persistent scoring override that creates plot cards instead of victory points.        |
| The Firmament              | If you have at least 1 plot card in your play area, gain the following ability: ACTION: Purge the Firmament's faction sheet, leaders, planet cards, and promissory note. Then, gain all of the faction components for The Obsidian.                                                                                                                                               | Official FFG faction-sheet image citeturn8view1 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Action Phase > Component Action, once condition is met                             | Conditional unlock for the transformation action.                                     |
| The Obsidian               | This faction cannot be chosen during setup.                                                                                                                                                                                                                                                                                                                                       | Official FFG faction-sheet image citeturn7view4 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Setup restriction                                                                  | Static setup prohibition.                                                             |
| The Obsidian               | When this faction comes into play, flip your home system, double-sided faction components, and all of your in-play plot cards. Then, ready Cronos Hollow and Tallin Hollow if you control them.                                                                                                                                                                                   | Official FFG faction-sheet image citeturn7view4 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Immediate resolution when the faction enters play                                  | Transformation trigger when switching from Firmament to Obsidian.                     |
| The Obsidian               | The player or players whose control tokens are on each plot card are the puppeted players for that plot.                                                                                                                                                                                                                                                                          | Official FFG faction-sheet image citeturn7view4 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Persistent rules-definition ability                                                | Static definition used by Obsidian plot effects.                                      |
| Last Bastion               | When you gain control of a planet, ready that planet if it contains a number of your infantry equal to or greater than that planet's resource value; otherwise, place 1 infantry on that planet.                                                                                                                                                                                  | Official FFG faction-sheet image citeturn7view0 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Any phase > immediately after gaining control of a planet                          | Immediate post-control trigger.                                                       |
| Last Bastion               | When a game effect instructs a player to galvanize a unit, they place a galvanize token beneath it, if it does not have one. Galvanized units roll 1 additional die for combat rolls and unit abilities.                                                                                                                                                                          | Official FFG faction-sheet image citeturn7view0 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Any phase > whenever a galvanize instruction occurs; persistent modifier afterward | Definition of galvanize plus ongoing benefit.                                         |
| Last Bastion               | At the end of combat, you may galvanize 1 of your units that participated.                                                                                                                                                                                                                                                                                                        | Official FFG faction-sheet image citeturn7view0 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Any combat > end of combat                                                         | End-of-combat trigger.                                                                |
| The Ral Nel Consortium     | After a player activates a system that contains your ships, you may move up to 2 of your ships into the active system from adjacent systems that do not contain your command tokens.                                                                                                                                                                                              | Official FFG faction-sheet image citeturn7view3 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Action Phase > Tactical Action > Activation > immediately after activation         | Reactive movement on activation.                                                      |
| The Ral Nel Consortium     | Your structures can be transported by any ships; this does not require or count against capacity. While your structures are in the space area, they cannot use their unit abilities. At the end of your tactical action, you may place your structures that are in space areas onto planets you control in their respective systems.                                              | Official FFG faction-sheet image citeturn7view3 | New Thunder’s Edge faction sheet citeturn1search2turn5view0 | Persistent transport rule; Action Phase > end of your tactical action              | Static transport exception plus end-of-tactical-action placement.                     |

A few timing interpretations deserve explicit callouts. **Mentak Ambush**, **Letnev Munitions Reserves**, and **Yin Indoctrination** were mapped to start-of-combat windows by combining their printed triggers with the rules-reference timing language for combat setup and start-of-combat timing. **Naalu Foresight** was mapped to the **Movement** step because it triggers after another player moves ships into your system during a tactical action. **Firmament Plots Within Plots** was treated as inheriting the scoring window of the copied secret objective, because its text grants permission to score those objectives rather than creating a new scoring window; that is an inference, but it is the interpretation most consistent with the sheet text and the normal objective-timing structure. citeturn13view5turn15view3turn14view3turn8view1turn23view3

## CSV Deliverable

The complete CSV is attached here:

[Download the CSV](sandbox:/mnt/data/ti4_faction_board_abilities_timing.csv)

The attached file is the **full dataset**. The excerpt below shows the schema and first records.

```csv
Faction,Ability text (quoted),Source label,Changed by,Phase/Step,Timing note
The Arborec,"Your space docks cannot produce infantry. At the start of the status phase, place 1 infantry from your reinforcements on any planet you control.",TI Wiki faction-sheet transcription (base),No board-ability replacement located,Persistent production restriction; Status Phase start,Static production restriction plus start-of-status infantry placement.
The Barony of Letnev,"At the start of each round of space combat, you may spend 2 trade goods; you may re-roll any number of your dice during that combat round.",TI Wiki faction-sheet transcription (base),No board-ability replacement located,Action Phase > Tactical Action > Space Combat > start of each round,Start-of-round combat trigger; reroll permission lasts for that round.
The Barony of Letnev,The maximum number of non-fighter ships you can have in each system is equal to 2 more than the number of tokens in your fleet pool.,TI Wiki faction-sheet transcription (base),No board-ability replacement located,Persistent fleet-limit modifier,Continuous rules modification checked whenever fleet supply matters.
The Clan of Saar,"After you gain control of a planet, gain 1 trade good.",TI Wiki faction-sheet transcription (base),No board-ability replacement located,Any phase > immediately after gaining control of a planet,"Immediate after-trigger, most often on Establish Control."
The Clan of Saar,You can score objectives even if you do not control the planets in your home system.,TI Wiki faction-sheet transcription (base),No board-ability replacement located,Persistent scoring modifier,Static exception to normal home-system scoring checks.
The Embers of Muaat,ACTION: Spend 1 token from your strategy pool to place either 2 fighters or 1 destroyer from your reinforcements in a system that contains 1 or more of your war suns.,TI Wiki faction-sheet transcription (base),No board-ability replacement located,Action Phase > Component Action,Action ability; must be used as a component action on your turn.
The Embers of Muaat,Your ships can move through supernovas.,TI Wiki faction-sheet transcription (base),No board-ability replacement located,Action Phase > Tactical Action > Movement; any other movement effect,Persistent movement exception.
```

